Title,Type,Price,Bedrooms,Bathrooms,Area,Verified
Apartment for sale in Gardenia 1 - New Cairo 5 - New Cairo City,Apartment," 4,500,000.00 ",3,2,210,
Apartment for sale in West Arabella - New Cairo Fifth Settlement - Cairo الجديدة,Apartment," 4,350,000.00 ",3,3,156,
التجمع الخامس شارع جمال عبد الناصر,," 5,900,000.00 ",3,3,185,
SODIC resale apartment fully finished facing north 156m prime location ready to move,Apartment," 15,000,000.00 ",2,3,156,Verified Business
"Luxe furnished apartment for sale in Cairo Festival , New Cairo",Apartment," 16,500,000.00 ",2,3,132,
garden apartment with pool LAKE VIEW under market 145m resale prime location,Apartment," 14,700,000.00 ",2,2,145,Verified Business
"Luxe garden apartment for sale in Cairo Festival, New Cairo",Apartment," 17,000,000.00 ",2,2,138,
"A hotel-finished apartment with a stunning landscape view, for sale with only 5% down payment, located in the most prestigious compound in the absolut",Apartment," 10,510,000.00 ",2,2,130,Verified Business
apartment 195m Prime location Ba7ary on Landscape Next to the Club  ready to move palm hills new cairo capital gardens,Apartment," 6,900,000.00 ",3,4,195,Verified Business
Immediate Delivery – Open Garden View,," 2,250,000.00 ",3,2,166,
Beit Al Watan Apartment Fully Finished Only 10% Down Payment,Apartment," 3,598,000.00 ",2,1,108,
LAKE VIEW 2 apartment resale lowest price in best location 181m installments,Apartment," 15,035,000.00 ",3,3,181,Verified Business
Duplex ready to move  in front of Mountain View,," 5,500,000.00 ",5,4,365,
best price in market Ground apartment with garden  for sale in Azad views prime location facing north,Apartment," 9,379,102.00 ",2,2,122,Verified Business
"Apartment for sale 185m in Lotus Fifth Settlement, directly from the owner, with a cash discount, near to Mivida compound and AUC 5th settlement",Apartment," 5,550,000.00 ",4,3,185,Verified Business
lowest apartment resale  in lake view residence 2 143m prime location,Apartment," 11,100,000.00 ",2,3,143,Verified Business
"Immediate delivery apartment in the heart of New Cairo, 164 sqm, well-designed layout with 3 bedrooms, available with only 20% down payment.",Apartment," 11,800,000.00 ",3,2,164,
Finished apartment for sale in Hyde Park special price,Apartment," 8,000,000.00 ",3,2,161,
"Apartment on the ground floor with private garden for sale – mini compound – Bait Al watan, New Cairo",Apartment," 4,000,000.00 ",3,2,140,
شقه لبيع كمبوند اكسايا امام بوابه ٦ الرحاب التجمع الاول,," 8,500,000.00 ",3,2,165,Verified User
شقه للبيع في اللوتس الشماليه - التجمع الخامس - دقيقه من التسعين الشمالي,," 5,000,000.00 ",4,3,215,
For sale – apartment in Sky Condo – Velite – Sodic,Apartment," 11,500,000.00 ",2,1,159,
Luxury Furnished Ground Duplex For Sale in Eastown - New Cairo,," 23,000,000.00 ",4,4,236,Verified Business
"For Sale in Al Rehab City, Phase 8, in a very prime location. A distinguished location combining services and tranquility, next to the Rehab 2 service",," 12,500,000.00 ",4,3,250,
"Super Lux Apartment for Sale in Dora Cairo Compound Prime View, in Front of Al Rehab Gate 5",Apartment," 3,400,000.00 ",2,1,84,
Luxury Finished Penthouse For Sale in Mountain View Hyde Park - New Cairo,," 13,000,000.00 ",3,3,169,Verified Business
Excellent opportunity for living or investment in Beit Al-Watan – Complementary District,," 4,004,000.00 ",3,3,143,
Penthouse For Sale in Mountain View Hyde Park,," 9,000,000.00 ",3,3,166,Verified Business
Prime Location Finished Apartment For Sale in Mountain View Hyde Park - New Cairo,Apartment," 8,000,000.00 ",2,2,134,Verified Business
Prime Location Finished Apartment For Sale in Mountain View Hyde Park - New Cairo,Apartment," 13,500,000.00 ",3,3,200,Verified Business
Luxury Finished Penthouse For Sale in Mountain View Hyde Park - New Cairo,," 13,000,000.00 ",3,3,169,Verified Business
Excellent opportunity for living or investment in Beit Al-Watan – Complementary District,," 4,004,000.00 ",3,3,143,
Penthouse For Sale in Mountain View Hyde Park,," 9,000,000.00 ",3,3,166,Verified Business
Prime Location Finished Apartment For Sale in Mountain View Hyde Park - New Cairo,Apartment," 8,000,000.00 ",2,2,134,Verified Business
Prime Location Finished Apartment For Sale in Mountain View Hyde Park - New Cairo,Apartment," 13,500,000.00 ",3,3,200,Verified Business
Luxurious beautiful Apartment  overlooking garden,Apartment," 17,300,000.00 ",3,4,190,
"For Sale: Semi-Furnished Ground Floor Apartment in M. V City | 125m + 55m Private Garden | 2 Bedrooms, 2 Bathrooms | Ready to Move",Apartment," 6,700,000.00 ",2,2,125,
88 sqm Luxury Fully Finished Apartment for Sale in The Village Compound - New Cairo!! With Best Price!!,Apartment," 5,750,000.00 ",1,1,88,
Elite  Apartment Prime Location for SALE,Apartment," 24,000,000.00 ",2,2,151,
Apartment for sale in the Lotus South - New Cairo - one minute from SODIC East Town,Apartment," 4,200,000.00 ",3,2,175,
Apartment for sale in Al-Qurnfal - New Cairo - Cairo,Apartment," 8,000,000.00 ",3,3,196,
One Bedroom Apartment for sale in ZED East,Apartment," 7,787,000.00 ",1,2,85,
Apartment for Sale  in Al Andalus – Fifth Settlement Prime location with an open view overlooking Mivida,Apartment," 7,000,000.00 ",3,3,260,
City gate*  Apartment in sapphire residence,Apartment," 16,300,000.00 ",3,3,176,
Fully Finished Apartment 2nd Floor in La Mirada Compound -New Cairo! with Best Price!! Ready to Move,Apartment," 7,500,000.00 ",2,1,105,
"Apartment for sale in Andalus - New Cairo Fifth Settlement - Cairo
",Apartment," 4,300,000.00 ",3,2,210,
Apartment for sale in the Northern Lotus - New Cairo Fifth Settlement - Cairo New,Apartment," 5,700,000.00 ",3,2,191,
"Apartment for sale in the Lotus South - Fifth Settlement - New Cairo
",Apartment," 5,100,000.00 ",3,3,164,
apartment for sale in lotus southern - fifth settlement - one minute from southern 90 front of a large garden with sea view entirely,Apartment," 4,500,000.00 ",3,2,160,
"Resale apartment in front of Al Rehab in Fifth Settlement, in Jayd Compound, New Cairo",Apartment," 7,000,000.00 ",3,2,151,
apartment for sale in the Lotus South - Fifth Settlement - New Cairo,Apartment," 5,300,000.00 ",3,2,185,
apartment for sale in lotus north - new Cairo - Cairo,Apartment," 5,350,000.00 ",3,2,160,
"Apartment for sale in Hyde Park Compound, New Cairo, Parkway phase, open view of landscape and lakes",Apartment," 13,930,750.00 ",2,2,116,
Opportunity not to be missed - immediate delivery and installment payments available as well,," 4,525,000.00 ",3,2,175,
شقه للبيع في اللوتس الجنوبيه - التجمع الخامس - دقيقتين من سوديك ايست تاون,," 6,000,000.00 ",3,3,200,
"Apartment for sale, 187 m², Villette Sodic - Sky Condos, New Cairo - Price reduced for quick sale",Apartment," 15,000,000.00 ",3,2,187,
"114 sqm apartment for sale in Lake View 1 – 3rd floor – 2 bedrooms, 2 bathrooms – fully or semi furnished – ready to move – starting from EGP 13.5M.",Apartment," 13,500,000.00 ",2,2,114,
"Apartment for sale in Fifth Settlement, fully finished with air conditioning, in Rivali Compound, minutes from the American University, with a 10-year",Apartment," 9,000,000.00 ",3,2,170,Verified Business
Ground Floor with garden  Apartment 145m + 45m Garden for Sale in M. V City – 3BR – Semi-Furnished – Ready to Move with Installments,Apartment," 8,800,000.00 ",3,2,145,
For Sale: 3BR Ground Floor with garden Apartment in M. V City with Private Garden – Semi-Furnished – Ready to Move,Apartment," 7,700,000.00 ",3,2,135,
Own Your Apartment in Palm Hills Starting from 170K,Apartment," 11,600,000.00 ",3,2,150,
شقه للبيع في شرق الاكادميه - التجمع الاول - القاهرة الجديدة,," 3,800,000.00 ",3,2,190,
"Luxury 205 sqm apartment for sale in Sodic Eastown with 3 bedrooms, 3 bathrooms, spacious reception, fully equipped kitchen, AC & heaters, ready to mo",Apartment," 17,000,000.00 ",4,3,205,
Apartment for sale in south academy - First Settlement - New Cairo,Apartment," 7,200,000.00 ",3,2,200,
"Apartment for sale in Al-Banafseg, towers - New Cairo - Fifth Settlement اللغة العربية",Apartment," 6,500,000.00 ",3,3,230,
شقه للبيع في البنفسج عمارات - التجمع الخامس - القاهرة الجديدة,," 6,500,000.00 ",3,2,160,
شقه للبيع في النرجس عمارات - التجمع الخامس - القاهرة الجديدة,," 5,800,000.00 ",3,2,175,
Apartment for sale in Fifth District - Fifth Settlement - New Cairo,Apartment," 6,000,000.00 ",3,2,180,
دوبلكس للبيع في البنفسج عمارات - التجمع الخامس - القاهرة الجديدة,," 8,700,000.00 ",4,3,286,
Apartment for sale in Al Yasmine 2 - Fifth Settlement - New Cairo,Apartment," 8,250,000.00 ",3,2,200,
North Rehab - Suez Road: Corner Apartment with Installments.,Apartment," 5,104,000.00 ",3,3,176,
Duplex for sale in al-Benafseg Towers - Tajammu al-Khams - New Cairo,," 9,000,000.00 ",3,3,311,
Duplex for sale in Gardenia Heights - New Cairo - Cairo,," 5,200,000.00 ",5,3,300,
Distinctive apartment for sale - fully furnished and equipped with the latest appliances - high-end finishing - distinguished location - Lake View,Apartment," 22,500,000.00 ",3,3,200,
Apartment for sale in Al-Benafseg 1 - New Cairo - New Cairo City,Apartment," 7,700,000.00 ",3,2,200,
North Rehab - Suez Road: Corner Apartment with Installments.,Apartment," 5,104,000.00 ",3,3,176,
Duplex for sale in al-Benafseg Towers - Tajammu al-Khams - New Cairo,," 9,000,000.00 ",3,3,311,
Duplex for sale in Gardenia Heights - New Cairo - Cairo,," 5,200,000.00 ",5,3,300,
Distinctive apartment for sale - fully furnished and equipped with the latest appliances - high-end finishing - distinguished location - Lake View,Apartment," 22,500,000.00 ",3,3,200,
Apartment for sale in Al-Benafseg 1 - New Cairo - New Cairo City,Apartment," 7,700,000.00 ",3,2,200,
Apartment for sale in Al-Narges Villas - Fifth Settlement - New Cairo,Apartment," 7,300,000.00 ",3,2,202,
دوبلكس للبيع في البنفسج 10 -التجمع الاول - القاهرة الجديدة,," 11,000,000.00 ",4,4,340,
Penthouse for Sale in **Lake View Residence**,," 33,000,000.00 ",4,4,298,
Al-Andalus 2 -Al-Qahira al-Jadida -Al-Tijam al-Khamis -,," 3,500,000.00 ",3,2,150,
Apartment for sale in Al-Andalus - New Cairo Fifth Settlement,Apartment," 4,250,000.00 ",3,2,186,
"An apartment of 255 m² for sale in New Cairo, First Settlement, Al Banafseg 6.",Apartment," 8,500,000.00 ",3,3,255,
شقه للبيع في البنفسج 6 - التجمع الاول - القاهرة الجديدة,," 8,000,000.00 ",3,3,210,
"Apartment for sale in Al-Andalus, fourth building from the front, Katamia Street, main street, two-way - New Cairo Fifth Settlement - New Cairo",Apartment," 4,700,000.00 ",3,3,200,
Best price upper duplex with AC'S and kitchen,," 10,800,000.00 ",3,3,230,Verified Business
Luxury apartment in a prime location overlooking landscape and water features  ready now with attractive price,Apartment," 10,184,000.00 ",3,3,168,Verified Business
"For sale: Penthouse in La Mirada Compound, Fifth Settlement, 468 sq m, overlooking the lake, next to the American University.",," 15,000,000.00 ",4,4,468,
Apartment for sale fully finished Ready To Move at Compound Al-Defaa El Watany - New Cairo,Apartment," 4,000,000.00 ",2,2,130,
"Apartment roof ownership sale in Al-Banasij Villas, New Cairo, a very distinguished location, ultra-super finish, fully reconciled, model 10 at a bargain price",Apartment," 5,100,000.00 ",2,1,210,
Apartment 220m open view full in Compound Jayed (Jayed) in New Cairo First Settlement (Tesp Samar) opposite Rehab - Immediate handover,Apartment," 22,000,000.00 ",3,3,220,Verified Business
This is a listing for an immediate-occupancy apartment in Creek Town compound for sale - creek town,Apartment," 13,000,000.00 ",3,2,170,Verified Business
شقة استلام فوري متشطب في التجمع الخامس - كمبوند المراسم 177م ب 12 مليون,," 12,000,000.00 ",3,2,177,Verified Business
Fully finished luxury ground apartment in vgk,Apartment," 16,000,000.00 ",3,2,190,Verified Business
"Finished apartment with air conditioners, 5% down payment and 10 years installment, direct on the Middle Ring Road - Telal East Compound - New Cairo",Apartment," 8,619,000.00 ",2,2,110,Verified Business
Apartment for sale fully finished super lux with open view at Al-Andalus 1 Omarat- New Cairo,Apartment," 4,700,000.00 ",3,2,170,
"50% cash discount, own a prime location apartment in front of Cairo Airport Taj City Compound, First Settlement",Apartment," 8,500,000.00 ",3,3,166,Verified Business
"3 bedrooms Apartment for sale with very attractive price in al Lotus Ganoubeya - 10 minutes from al rehab fully finished ,ready to move with open view",Apartment," 5,200,000.00 ",3,2,168,Verified Business
Best Price in Palm Hills New Cairo,," 10,500,000.00 ",3,3,216,Verified Business
Best Price in Palm Hills New Cairo prime location,," 10,500,000.00 ",3,3,216,Verified Business
"Fully finished apartment with a north-facing view – immediate delivery available – for sale in a prime location in New Cairo, near the American Univer",Apartment," 9,000,000.00 ",3,3,164,Verified Business
Finished apartment with private entrance and garden in Al Qarnafel First Settlement,Apartment," 7,000,000.00 ",3,3,240,
HOT DEAL - Fully finished Studio for sale in village gate compound - palm hills - steps away from the AUC and point 90 mall - AC's and Kitchen,," 4,900,000.00 ",1,1,90,Verified Business
